Fix,GPS,22.5948651200,88.3618995400,-49.790618896484375,0.0,9.935046,,1731226381000,0.07069611,,563136793575723,2.5,0,,,
Fix,GPS,22.5948626700,88.3618990800,-49.661895751953125,0.0,9.935046,,1731226382000,0.07069878,,563137793317702,2.5,0,,,
Fix,GPS,22.5948615100,88.3618969700,-49.744659423828125,0.0,9.935046,,1731226383000,0.070716605,,563138789832285,2.5,0,,,
Fix,GPS,22.5948616800,88.3618945400,-49.7073974609375,0.0,9.935046,,1731226384000,0.070700504,,563139791851243,2.5,0,,,
Fix,GPS,22.5948627700,88.3618925900,-49.25775146484375,0.0,9.935046,,1731226385000,0.07069796,,563140783429888,2.5,0,,,
Fix,GPS,22.5948625200,88.3618903000,-48.916534423828125,0.0,9.935046,,1731226386000,0.070696704,,563141789927857,2.5,0,,,
Fix,GPS,22.5948613600,88.3618883500,-48.80731201171875,0.0,9.935046,,1731226387000,0.070690006,,563142787304575,2.5,0,,,
Fix,GPS,22.5948624500,88.3618875500,-48.43634033203125,0.0,9.935046,,1731226388000,0.070698656,,563143782098898,2.5,0,,,
Fix,GPS,22.5948603000,88.3618869200,-48.013916015625,0.0,9.935046,,1731226389000,0.07070182,,563144788555511,2.5,0,,,
Fix,GPS,22.5948591400,88.3618869300,-47.952301025390625,0.0,9.935046,,1731226390000,0.07070211,,563145792124365,2.5,0,,,
Fix,GPS,22.5948581600,88.3618860100,-47.7249755859375,0.0,9.935046,,1731226391000,0.070705295,,563146791436657,2.5,0,,,
Fix,GPS,22.5948578800,88.3618846000,-47.421661376953125,0.0,9.935046,,1731226392000,0.07070065,,563147780394885,2.5,0,,,
Fix,GPS,22.5948563200,88.3618863700,-47.49176025390625,0.0,9.935046,,1731226393000,0.07070068,,563148788528166,2.5,0,,,
Fix,GPS,22.5948550300,88.3618836800,-46.95159912109375,0.0,9.935046,,1731226394000,0.07069943,,563149793438947,2.5,0,,,
Fix,GPS,22.5948556800,88.3618831600,-46.8524169921875,0.0,9.935046,,1731226395000,0.07069856,,563150783491551,2.5,0,,,
Fix,GPS,22.5948554900,88.3618840400,-46.789093017578125,0.0,9.935046,,1731226396000,0.07069821,,563151788314206,2.5,0,,,
Fix,GPS,22.5948550300,88.3618857500,-46.7801513671875,0.0,9.935046,,1731226397000,0.07069774,,563152792400873,2.5,0,,,
Fix,GPS,22.5948557100,88.3618838000,-46.812408447265625,0.0,9.935046,,1731226398000,0.070699155,,563153781723112,2.5,0,,,
Fix,GPS,22.5948567900,88.3618850000,-46.8250732421875,0.0,9.935046,,1731226399000,0.07069871,,563154786880560,2.5,0,,,
Fix,GPS,22.5948542200,88.3618849500,-47.011749267578125,0.0,9.935046,,1731226400000,0.07070047,,563155784541758,2.5,0,,,
Fix,GPS,22.5948517600,88.3618863000,-46.8775634765625,0.0,9.935046,,1731226401000,0.070699126,,563156788668685,2.5,0,,,
Fix,GPS,22.5948520700,88.3618886600,-46.8819580078125,0.0,9.935046,,1731226402000,0.070699945,,563157786543580,2.5,0,,,
Fix,GPS,22.5948509500,88.3618902600,-47.0023193359375,0.0,9.935046,,1731226403000,0.07069975,,563158783638162,2.5,0,,,
Fix,GPS,22.5948510900,88.3618909900,-46.911590576171875,0.0,9.935046,,1731226404000,0.07069913,,563159790322381,2.5,0,,,
Fix,GPS,22.5948512300,88.3618884500,-46.6015625,0.0,9.935046,,1731226405000,0.07070104,,563160783228005,2.5,0,,,
Fix,GPS,22.5948508700,88.3618901500,-46.58917236328125,0.0,9.935046,,1731226406000,0.07069593,,563161792753005,2.5,0,,,
Fix,GPS,22.5948499000,88.3618900300,-46.53045654296875,0.0,9.935046,,1731226407000,0.070698656,,563162790448578,2.5,0,,,
Fix,GPS,22.5948494100,88.3618899500,-46.50396728515625,0.0,9.935046,,1731226408000,0.070695065,,563163791009462,2.5,0,,,
Fix,GPS,22.5948490600,88.3618899100,-46.478851318359375,0.0,9.935046,,1731226409000,0.07069839,,563164787245920,2.5,0,,,
Fix,GPS,22.5948489100,88.3618899100,-46.45721435546875,0.0,9.935046,,1731226410000,0.07068965,,563165789047847,2.5,0,,,
Fix,GPS,22.5948487200,88.3618899200,-46.441925048828125,0.0,9.935046,,1731226411000,0.0706998,,563166780136076,2.5,0,,,
Fix,GPS,22.5948485600,88.3618899400,-46.433349609375,0.0,9.935046,,1731226412000,0.070698276,,563167781259252,2.5,0,,,
Fix,GPS,22.5948484700,88.3618899400,-46.425506591796875,0.0,9.935046,,1731226413000,0.07070057,,563168790932221,2.5,0,,,
Fix,GPS,22.5948483100,88.3618899500,-46.41937255859375,0.0,9.935046,,1731226414000,0.07070138,,563169780091596,2.5,0,,,
Fix,GPS,22.5948482200,88.3618899600,-46.41107177734375,0.0,9.935046,,1731226415000,0.0707023,,563170789452064,2.5,0,,,
Fix,GPS,22.5948481200,88.3618899900,-46.402099609375,0.0,9.935046,,1731226416000,0.0707012,,563171791762012,2.5,0,,,
Fix,GPS,22.5948480100,88.3618899800,-46.39483642578125,0.0,9.935046,,1731226417000,0.07070025,,563172785255866,2.5,0,,,
Fix,GPS,22.5948479200,88.3618899900,-46.3927001953125,0.0,9.935046,,1731226418000,0.07069695,,563173784702583,2.5,0,,,
Fix,GPS,22.5948478900,88.3618899300,-46.389007568359375,0.0,9.935046,,1731226419000,0.070700586,,563174780109302,2.5,0,,,
Fix,GPS,22.5948478300,88.3618899400,-46.38775634765625,0.0,9.935046,,1731226420000,0.070701085,,563175790155812,2.5,0,,,
